input_text_bio,bio_tags
Do I need to change lines from the national stadium BTS stop to BTS ratchadamli ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O
Which interchange connects BTS saladaejg to CHONG NONSI station ?,O O O B-Sala_Daeng I-Sala_Daeng O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How many stations are between national studiam BTS stop and Skytrain saladaeng ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng O
How many minutes between cihongnonsi BTS stop and BTS ratshadamri by BTS ?,O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Ratchadamri I-Ratchadamri O O O
How many stations are between suraak and SALA DAENG station ?,O O O O O B-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Is it possible to travel from santlouis BTS stop to national stadum BTS stop without transfer ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O O
Can I go from Skytrain chongnonsee to Skytrain siaam without switching ?,O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Siam I-Siam O O O
Which line should I take from eurasak BTS stop to reach sioam station ?,O O O O O O B-Surasak I-Surasak I-Surasak O O B-Siam I-Siam O
Can I ride BTS from surassak station to ziam BTS directly ?,O O O O O B-Surasak I-Surasak O B-Siam I-Siam O O
Which interchange connects BTS siamm to BTS ratchadamri ?,O O O B-Siam I-Siam O B-Ratchadamri I-Ratchadamri O
Is it possible to travel from ratcjadamri to BTS syam without transfer ?,O O O O O O B-Ratchadamri O B-Siam I-Siam O O O
How many minutes between surasauk and saphan taxin BTS stop by BTS ?,O O O O B-Surasak O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Which station do I change at when going from surasek to Skytrain stadium national ?,O O O O O O O O O B-Surasak O B-National_Stadium I-National_Stadium I-National_Stadium O
How do I commute from Skytrain saphan etaksin to chong nonsi using BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Chong_Nonsi I-Chong_Nonsi O O O
Can I ride BTS from saradaeng BTS to NATIONAL STADIUM station directly ?,O O O O O B-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium O O
How many minutes between saphantaksin BTS stop and wiam by BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam O O O
Which line should I take from st. louis BTS stop to reach safant aksin station ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Can I ride BTS from Skytrain saphan taksine to suracak BTS stop directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak I-Surasak O O
How many stops between ratchadamei BTS stop and sala dange BTS ?,O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Can I go from stadium bts BTS to saphan taksim without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin O O O
How do I commute from Skytrain st louis to NATIONAL STADIUM using BTS ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium O O O
Is there a transfer between siam BTS stop and saradaeng BTS ?,O O O O O B-Siam I-Siam I-Siam O B-Sala_Daeng I-Sala_Daeng O
How many stops between rachadamri BTS and sala daeng ?,O O O O B-Ratchadamri I-Ratchadamri O B-Sala_Daeng I-Sala_Daeng O
How many minutes between BTS saint louis and surasack by BTS ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Surasak O O O
Which station do I change at when going from BTS saeintlouis to chongnonsi BTS ?,O O O O O O O O O B-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi O
Can I go from Skytrain rachadumri to Skytrain saintolouis without switching ?,O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis O O O
Does chongnonsei connect to Skytrain surasek ?,O B-Chong_Nonsi O O B-Surasak I-Surasak O
Is there a transfer between saphan taksine station and Skytrain surausak ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak O
What is the BTS route from sapan taksin to Skytrain national sotadium ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O
Does Skytrain chong nonxi connect to SAPHAN TAKSIN ?,O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O B-Saphan_Taksin I-Saphan_Taksin O
Can I go from sayam BTS stop to suracak BTS stop without switching ?,O O O O B-Siam I-Siam I-Siam O B-Surasak I-Surasak I-Surasak O O O
How many stations are between BTS saladang and BTS saphan takshin ?,O O O O O B-Sala_Daeng I-Sala_Daeng O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How do I commute from BTS sports stadium to sapan taksin BTS using BTS ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
What is the fastest way to get from surasak BTS stop to BTS SALA DAENG by Skytrain ?,O O O O O O O O B-Surasak I-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
Which line should I take from BTS nat stadium to reach Skytrain syam ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O O B-Siam I-Siam O
How many stations are between st louis BTS stop and BTS saphan takzin ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How many minutes between Skytrain shong nonsi and saphan taksen BTS by BTS ?,O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Do I need to change lines from siaam station to nat stadium BTS ?,O O O O O O O B-Siam I-Siam O B-National_Stadium I-National_Stadium I-National_Stadium O
Which line should I take from sursak station to reach national stadiam BTS stop ?,O O O O O O B-Surasak I-Surasak O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
How many minutes between rathadamri BTS and siaum station by BTS ?,O O O O B-Ratchadamri I-Ratchadamri O B-Siam I-Siam O O O
Which station do I change at when going from taksin bridge station to Skytrain swintlouis ?,O O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis O
How do I commute from national stadum station to saphantaksin using BTS ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin O O O
How many minutes between chongnonsee BTS and BTS suraasak by BTS ?,O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Surasak I-Surasak O O O
How many stations are between Skytrain chong nonsie and Skytrain saphan taksine ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Can I ride BTS from national stadium to ratchdamri station directly ?,O O O O O B-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O O
Is there a transfer between ratjadamri and BTS national sport stadium ?,O O O O O B-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Is there a direct BTS line connecting chong nonsie BTS and BTS saladaeng ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng O
What is the BTS route from ratchadamri BTS stop to saintolouis BTS stop ?,O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
How do I commute from Skytrain datchadamri to chong nonsy using BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi O O O
How many stops between SALA DAENG BTS stop and chong nonsri BTS stop ?,O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How many stops between Skytrain sayam and BTS suraasak ?,O O O O B-Siam I-Siam O B-Surasak I-Surasak O
Can I ride BTS from BTS rachadamri to the national stadium BTS directly ?,O O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O
How many minutes between siaj station and saradaeng station by BTS ?,O O O O B-Siam I-Siam O B-Sala_Daeng I-Sala_Daeng O O O
How many minutes between BTS stadium national and Skytrain CHONG NONSI by BTS ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
What is the fastest way to get from national stadijm station to syam BTS by Skytrain ?,O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O O O
Can I go from st louie station to Skytrain chong nonsii without switching ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
What is the BTS route from BTS saoladaeng to saphan takshin BTS stop ?,O O O O O O B-Sala_Daeng I-Sala_Daeng O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Is there a transfer between chongnonsi station and ratcahadamri ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Ratchadamri O
Which station do I change at when going from salah daeng BTS to radchadamri BTS ?,O O O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri O
Which interchange connects NATIONAL STADIUM BTS stop to siam BTS ?,O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O
How many minutes between saphantaksin BTS and BTS suracak by BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak O O O
Can I ride BTS from chongnonsi BTS stop to sanam keela BTS stop directly ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O
Can I go from national stadum station to SALA DAENG without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng O O O
Can I ride BTS from national stadum BTS stop to suasak BTS directly ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Surasak I-Surasak O O
How many stops between saphan taksen BTS stop and BTS national stadum ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O
Is there a transfer between chong non si BTS and BTS saintrouis ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis O
How do I commute from surasak station to saladaeng using BTS ?,O O O O O B-Surasak I-Surasak O B-Sala_Daeng O O O
Is there a direct BTS line connecting national stacium BTS and BTS saitlouis ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis O
How do I commute from shongnonsi to BTS saladaeng using BTS ?,O O O O O B-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng O O O
Which station do I change at when going from BTS suraszk to soam BTS stop ?,O O O O O O O O O B-Surasak I-Surasak O B-Siam I-Siam I-Siam O
Does ratxhadamri BTS stop connect to saphan taksine BTS stop ?,O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Which station do I change at when going from chong nonsi to Skytrain saladaeng ?,O O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng O
How many stations are between st louie station and BTS nationarstadium ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium O
Do I need to change lines from BTS nationar stadium to siaam station ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O
How many minutes between saphantaksin BTS and sayam by BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Siam O O O
What is the fastest way to get from st louis BTS to BTS siqm by Skytrain ?,O O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Siam I-Siam O O O
Can I ride BTS from BTS RATCHADAMRI to BTS salsdaeng directly ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Sala_Daeng I-Sala_Daeng O O
Can I ride BTS from BTS st louie to nationarstadium directly ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium O O
How do I commute from surasak to Skytrain saphan taksine using BTS ?,O O O O O B-Surasak O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Is there a direct BTS line connecting BTS saphaentaksin and Skytrain surassak ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak O
Is there a transfer between saladaeng BTS stop and Skytrain niationalstadium ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium O
How do I commute from siamm BTS stop to saphantaksin BTS stop using BTS ?,O O O O O B-Siam I-Siam I-Siam O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
How many stops between BTS saphantakin and national stadiam BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O
Which line should I take from chong nonxi to reach SAPHAN TAKSIN ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi O O B-Saphan_Taksin I-Saphan_Taksin O
Is there a direct BTS line connecting Skytrain chong nonsie and BTS ratcadamri ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Ratchadamri I-Ratchadamri O
Can I ride BTS from sala daeng BTS stop to stadium national BTS stop directly ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O
Is there a direct BTS line connecting Skytrain surawak and st. lewis BTS ?,O O O O O O O B-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
What is the BTS route from taksin bridge station to shong nonsi ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Chong_Nonsi I-Chong_Nonsi O
What is the BTS route from chongnonsi station to national stadiam BTS ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O
Can I go from SALA DAENG BTS stop to ntl stadium without switching ?,O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium O O O
What is the BTS route from siak BTS to chong neonsi BTS stop ?,O O O O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How many minutes between BTS sports stadium and eaintlouis BTS stop by BTS ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
What is the fastest way to get from NATIONAL STADIUM BTS to sala daeng BTS by Skytrain ?,O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
How many minutes between sala deng BTS stop and ratjadamri BTS by BTS ?,O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri O O O
Which interchange connects BTS surawak to saint louiz BTS ?,O O O B-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
How many stops between BTS nationalwtadium and shongnonsi ?,O O O O B-National_Stadium I-National_Stadium O B-Chong_Nonsi O
Which exit should I use at cbongnonsi BTS ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi O
How many stations are between national sport stadium BTS stop and rwtchadamri BTS stop ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri I-Ratchadamri O
Can I go from BTS ratchadamli to nat stadium BTS stop without switching ?,O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O O
Do I need to change lines from chongnonsee BTS to BTS st. louis ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which line should I take from chongnonsi station to reach BTS siurasak ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi O O B-Surasak I-Surasak O
How many minutes between Skytrain saladaaeng and chogn onsi station by BTS ?,O O O O B-Sala_Daeng I-Sala_Daeng O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
How many stations are between sports stadium BTS stop and Skytrain st louie ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which interchange connects safant aksin to Skytrain saint luis ?,O O O B-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which line should I take from Skytrain saphantaksin to reach siiam ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin O O B-Siam O
Which line should I take from Skytrain saphan taxin to reach saladaeing BTS stop ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Can I ride BTS from stadium bts BTS stop to surasak directly ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Surasak O O
Which interchange connects saintlouis to chong nonsy BTS ?,O O O B-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Is there a transfer between rathadamri and st. louis ?,O O O O O B-Ratchadamri O B-Saint_Louis I-Saint_Louis O
How many stops between nationastadium station and salah daeng station ?,O O O O B-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Do I need to change lines from Skytrain suam to BTS sapan taksin ?,O O O O O O O B-Siam I-Siam O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Is it possible to travel from surasaak to BTS saint louiz without transfer ?,O O O O O O B-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Can I ride BTS from surasak station to st louis station directly ?,O O O O O B-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O
